# Outliers,Original Index,Temperature (K),Electrical Resistivity (Ohm m),Seebeck Coefficient (V/K),Thermal Conductivity (W/(m K)),Figure of Merit,Thermopower (V/K),Thermal Conductivity x Figure of Merit (W/m K),Power Factor (W/(K^2 m)),Formula,Series,Series Index,Family,Electrical Conductivity (S/m),Preparative Route,Final Form,Authors,DOI,Comments,Cell Volume (A^3),Formula Units per Cell,Atoms per Formula Unit,Total Atoms Per Unit Cell,Average Atomic Volume,Author of Unit Cell,Unit Cell DOI,ICSD ID,Electronic over Total Thermal Conductivity,Space Group,Number of Symmetry Elements
outliers,orig_index,T,rho,seebeck,kappa,zT,seebeck_abs,kappa_zT,power_factor,formula,series,x,family,sigma,preparative_route,final_form,authors,doi,comments,cell_volume,formula_units_per_cell,atoms_per_formula_unit,total_atoms_per_unit_cell,average_atomic_volume,author_of_unit_cell,unit_cell_doi,icsd_id,kel/ktot,space_group,symmetry_elements
,197,400,0.0000134137,-0.000247937,2.26473,0.809426937,0.000247937,1.833133467,0.004582833668,In0.25Co4Sb12,InxCo4Sb12,0.25,CoSb3,74550.64598,Solid state reaction,polycrystalline,He2006CM,http://dx.doi.org/10.1021/cm052055b,,742.8896917,2,16.25,32.5,22.85814436,He,http://dx.doi.org/10.1021/cm052055b,171715,0.321280817,204,48
,198,700,0.0000165666,-0.0002757,2.13453,1.504651502,0.0002757,3.21172377,0.004588176814,In0.25Co4Sb12,InxCo4Sb12,0.25,CoSb3,60362.41595,Solid state reaction,polycrystalline,He2006CM,http://dx.doi.org/10.1021/cm052055b,Data at 600 K,742.8896917,2,16.25,32.5,22.85814436,He,http://dx.doi.org/10.1021/cm052055b,171715,0.4830056567,204,48
,199,300,0.0000151015,-0.000211816,2.68777,0.3316092149,0.000211816,0.8912892995,0.002970964332,In0.3Co4Sb12,InxCo4Sb12,0.3,CoSb3,66218.58756,Solid state reaction,polycrystalline,He2006CM,http://dx.doi.org/10.1021/cm052055b,,742.8896917,2,16.3,32.6,22.78802735,He,http://dx.doi.org/10.1021/cm052055b,171715,0.1803428347,204,48
,200,400,0.0000179338,-0.000247307,2.15872,0.6319230143,0.000247307,1.364144849,0.003410362123,In0.3Co4Sb12,InxCo4Sb12,0.3,CoSb3,55760.63076,Solid state reaction,polycrystalline,He2006CM,http://dx.doi.org/10.1021/cm052055b,,742.8896917,2,16.3,32.6,22.78802735,He,http://dx.doi.org/10.1021/cm052055b,171715,0.2521048382,204,48
,201,700,0.0000228108,-0.000278471,2.014,1.181566055,0.000278471,2.379674035,0.003399534336,In0.3Co4Sb12,InxCo4Sb12,0.3,CoSb3,43838.88334,Solid state reaction,polycrystalline,He2006CM,http://dx.doi.org/10.1021/cm052055b,Data at 600 K,742.8896917,2,16.3,32.6,22.78802735,He,http://dx.doi.org/10.1021/cm052055b,171715,0.3717815925,204,48
,202,300,0.0000113436,-0.000192212,2.57047,0.3801183247,0.000192212,0.97708275,0.0032569425,In0.2Co4Sb12,InxCo4Sb12,0.2,CoSb3,88155.43566,Solid state reaction,polycrystalline,Biswas2011JMR,http://dx.doi.org/10.1557/jmr.2011.163,,742.7420554,2,16.2,32.4,22.92413751,He,http://dx.doi.org/10.1021/cm052055b,171715,0.2510427233,204,48
,203,400,0.0000128767,-0.000214393,2.21377,0.6449768378,0.000214393,1.427830374,0.003569575936,In0.2Co4Sb12,InxCo4Sb12,0.2,CoSb3,77659.64882,Solid state reaction,polycrystalline,Biswas2011JMR,http://dx.doi.org/10.1557/jmr.2011.163,,742.7420554,2,16.2,32.4,22.92413751,He,http://dx.doi.org/10.1021/cm052055b,171715,0.342383433,204,48
,204,700,0.0000159808,-0.000247539,1.93658,1.385962072,0.000247539,2.68402643,0.003834323471,In0.2Co4Sb12,InxCo4Sb12,0.2,CoSb3,62575.09011,Solid state reaction,polycrystalline,Biswas2011JMR,http://dx.doi.org/10.1557/jmr.2011.163,Data at 620 K,742.7420554,2,16.2,32.4,22.92413751,He,http://dx.doi.org/10.1021/cm052055b,171715,0.5518917571,204,48
,205,300,0.00000368595,0.000062381,3.99643,0.07925091215,0.000062381,0.3167207228,0.001055735743,Na0.02PbTe,Na0.02PbTe(1-x)Se(x),0,Bi/Sb/Pb-Te/Se,271300.4788,melted,polycrystalline,Pei2011N,http://dx.doi.org/10.1038/nature09996,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.4969233804,225,192
,206,400,0.00000569421,0.000105,2.675,0.2895218355,0.000105,0.7744709099,0.001936177275,Na0.02PbTe,Na0.02PbTe(1-x)Se(x),0,Bi/Sb/Pb-Te/Se,175616.9864,melted,polycrystalline,Pei2011N,http://dx.doi.org/10.1038/nature09996,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.6407558082,225,192
,207,700,0.000017124,0.000212857,1.39286,1.329723145,0.000212857,1.85211818,0.002645883114,Na0.02PbTe,Na0.02PbTe(1-x)Se(x),0,Bi/Sb/Pb-Te/Se,58397.57066,melted,polycrystalline,Pei2011N,http://dx.doi.org/10.1038/nature09996,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.7161024847,225,192
,208,300,0.00000413223,0.0000509524,3.01429,0.0625289342,0.0000509524,0.1884803411,0.0006282678035,Na0.02PbTe0.85Se0.15,Na0.02PbTe(1-x)Se(x),0.15,Bi/Sb/Pb-Te/Se,242000.0823,melted,polycrystalline,Pei2011N,http://dx.doi.org/10.1038/nature09996,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.5876808808,225,192
,209,400,0.00000619008,0.0000983333,2.21786,0.28172853,0.0000983333,0.6248344376,0.001562086094,Na0.02PbTe0.85Se0.15,Na0.02PbTe(1-x)Se(x),0.15,Bi/Sb/Pb-Te/Se,161548.8007,melted,polycrystalline,Pei2011N,http://dx.doi.org/10.1038/nature09996,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.7109178643,225,192
,210,700,0.0000160579,0.000209048,1.26786,1.502553777,0.000209048,1.905027831,0.00272146833,Na0.02PbTe0.85Se0.15,Na0.02PbTe(1-x)Se(x),0.15,Bi/Sb/Pb-Te/Se,62274.64363,melted,polycrystalline,Pei2011N,http://dx.doi.org/10.1038/nature09996,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.838934041,225,192
,211,1000,0.0000205455,0.000204,1.18929,1.703161584,0.000204,2.025553041,0.002025553041,Na0.02PbTe0.85Se0.15,Na0.02PbTe(1-x)Se(x),0.15,Bi/Sb/Pb-Te/Se,48672.45869,melted,polycrystalline,Pei2011N,http://dx.doi.org/10.1038/nature09996,Extrapolated from 850 K,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.9985857041,225,192
,212,300,0.00000512397,0.0000588095,2.69643,0.07509663896,0.0000588095,0.2024928302,0.0006749761006,Na0.02PbTe0.75Se0.25,Na0.02PbTe(1-x)Se(x),0.25,Bi/Sb/Pb-Te/Se,195161.1739,melted,polycrystalline,Pei2011N,http://dx.doi.org/10.1038/nature09996,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.5298041457,225,192
,213,400,0.00000690909,0.0000897619,2.15357,0.2166028777,0.0000897619,0.4664694593,0.001166173648,Na0.02PbTe0.75Se0.25,Na0.02PbTe(1-x)Se(x),0.25,Bi/Sb/Pb-Te/Se,144736.8611,melted,polycrystalline,Pei2011N,http://dx.doi.org/10.1038/nature09996,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.65594885,225,192
,214,700,0.0000163306,0.000205238,1.29643,1.392715388,0.000205238,1.805558011,0.002579368587,Na0.02PbTe0.75Se0.25,Na0.02PbTe(1-x)Se(x),0.25,Bi/Sb/Pb-Te/Se,61234.73724,melted,polycrystalline,Pei2011N,http://dx.doi.org/10.1038/nature09996,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.8067456878,225,192
,215,1000,0.0000198264,0.000197,1.19643,1.636067789,0.000197,1.957440584,0.001957440584,Na0.02PbTe0.75Se0.25,Na0.02PbTe(1-x)Se(x),0.25,Bi/Sb/Pb-Te/Se,50437.8001,melted,polycrystalline,Pei2011N,http://dx.doi.org/10.1038/nature09996,Extrapolated from 850 K,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,1.028628773,225,192
,216,300,0.0000274242,0.0001404,1.9421,0.1110324479,0.0001404,0.215636117,0.0007187870567,Tl0.01Pb0.99Te,TlxPb(1-x)Te,0.01,Bi/Sb/Pb-Te/Se,36464.14481,melted,polycrystalline,Heremans2008S,http://dx.doi.org/10.1126/science.1159725,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.1374375882,225,192
,217,400,0.0000354545,0.000201457,1.55169,0.2950858534,0.000201457,0.4578817679,0.00114470442,Tl0.01Pb0.99Te,TlxPb(1-x)Te,0.01,Bi/Sb/Pb-Te/Se,28205.16437,melted,polycrystalline,Heremans2008S,http://dx.doi.org/10.1126/science.1159725,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.177408119,225,192
,218,700,0.0000872727,0.000323936,0.965347,0.8718757668,0.000323936,0.8416626559,0.001202375223,Tl0.01Pb0.99Te,TlxPb(1-x)Te,0.01,Bi/Sb/Pb-Te/Se,11458.33691,melted,polycrystalline,Heremans2008S,http://dx.doi.org/10.1126/science.1159725,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.2027337263,225,192
,219,300,0.0000239394,0.00013617,2.16832,0.1071636489,0.00013617,0.2323650831,0.0007745502769,Tl0.02Pb0.98Te,TlxPb(1-x)Te,0.02,Bi/Sb/Pb-Te/Se,41772.14132,melted,polycrystalline,Heremans2008S,http://dx.doi.org/10.1126/science.1159725,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.1410179653,225,192
,220,400,0.0000290909,0.000195213,1.65594,0.3164285844,0.000195213,0.5239867501,0.001309966875,Tl0.02Pb0.98Te,TlxPb(1-x)Te,0.02,Bi/Sb/Pb-Te/Se,34375.01074,melted,polycrystalline,Heremans2008S,http://dx.doi.org/10.1126/science.1159725,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.2026040224,225,192
,221,700,0.0000536364,0.00032766,1.0099,1.387416646,0.00032766,1.401152071,0.002001645815,Tl0.02Pb0.98Te,TlxPb(1-x)Te,0.02,Bi/Sb/Pb-Te/Se,18644.05516,melted,polycrystalline,Heremans2008S,http://dx.doi.org/10.1126/science.1159725,,269.84,4,2,8,33.73,Noda,http://dx.doi.org/10.1107/S0108270187091509,63099,0.3153188059,225,192
,222,300,0.00001822,0.000169,,,0.000169,0.4702689352,0.001567563117,Si0.9Ge0.1,Si(1-x)Gex,0.1,Si,54884.74204,,nanoparticles,Snedaker,Personal communication,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,,227,192
,223,400,0.0000208,0.000192,,,0.000192,0.7089230769,0.001772307692,Si0.9Ge0.1,Si(1-x)Gex,0.1,Si,48076.92308,,nanoparticles,Snedaker,Personal communication,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,,227,192
,224,700,0.0000302,0.000242,,,0.000242,1.357443709,0.001939205298,Si0.9Ge0.1,Si(1-x)Gex,0.1,Si,33112.58278,,nanoparticles,Snedaker,Personal communication,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,,227,192
,225,1000,0.00004144,0.000273,,,0.000273,1.79847973,0.00179847973,Si0.9Ge0.1,Si(1-x)Gex,0.1,Si,24131.27413,,nanoparticles,Snedaker,Personal communication,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,,227,192
,226,300,0.00001495,0.000137,,,0.000137,0.3766354515,0.001255451505,Si0.8Ge0.2,Si(1-x)Gex,0.2,Si,66889.63211,,nanoparticles,Snedaker,Personal communication,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,,227,192
,227,400,0.00001705,0.000161,,,0.000161,0.6081173021,0.001520293255,Si0.8Ge0.2,Si(1-x)Gex,0.2,Si,58651.02639,,nanoparticles,Snedaker,Personal communication,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,,227,192
,228,700,0.00002454,0.0002183,,,0.0002183,1.359348941,0.001941927058,Si0.8Ge0.2,Si(1-x)Gex,0.2,Si,40749.79625,,nanoparticles,Snedaker,Personal communication,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,,227,192
,229,1000,0.00003342,0.000254,,,0.000254,1.930460802,0.001930460802,Si0.8Ge0.2,Si(1-x)Gex,0.2,Si,29922.20227,,nanoparticles,Snedaker,Personal communication,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,,227,192
,230,300,0.0000133341,0.000127631,4.33976,0.08445087979,0.000127631,0.3664965501,0.001221655167,Si0.79936Ge0.19984B0.0008,Si1-xGex (p-type),0.2,,74995.68775,Vacuum hot pressed,polycrystalline,Vining1991JAP,http://dx.doi.org/10.1063/1.348408,Kappa extrapolated from 375 K,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,0.1264974179,227,192
,231,400,0.000015184,0.00015136,4.14497,0.1456044482,0.00015136,0.6035260695,0.001508815174,Si0.79936Ge0.19984B0.0008,Si1-xGex (p-type),0.2,,65858.79874,Vacuum hot pressed,polycrystalline,Vining1991JAP,http://dx.doi.org/10.1063/1.348408,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,0.1550751575,227,192
,232,700,0.0000218446,0.000209823,3.81657,0.3696467528,0.000209823,1.410782707,0.002015403868,Si0.79936Ge0.19984B0.0008,Si1-xGex (p-type),0.2,,45777.90392,Vacuum hot pressed,polycrystalline,Vining1991JAP,http://dx.doi.org/10.1063/1.348408,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,0.2048663064,227,192
,233,1000,0.0000294846,0.000248114,3.59911,0.5801124419,0.000248114,2.087888491,0.002087888491,Si0.79936Ge0.19984B0.0008,Si1-xGex (p-type),0.2,,33916.01039,Vacuum hot pressed,polycrystalline,Vining1991JAP,http://dx.doi.org/10.1063/1.348408,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,0.2299320259,227,192
,234,300,0.0000117001,-0.000122807,4.13947,0.09341856379,0.000122807,0.3867033423,0.001289011141,Si0.7956Ge0.1989P0.0055,Si1-xGex (n-type),0.2,,85469.35496,Vacuum hot pressed,polycrystalline,Vining1991JAP,http://dx.doi.org/10.1063/1.348408,Kappa extrapolated from 375 K,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,0.1511390778,227,192
,235,400,0.0000133537,-0.000150045,4.22929,0.1594534669,0.000150045,0.674374953,0.001685937383,Si0.7956Ge0.1989P0.0055,Si1-xGex (n-type),0.2,,74885.61223,Vacuum hot pressed,polycrystalline,Vining1991JAP,http://dx.doi.org/10.1063/1.348408,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,0.1728147219,227,192
,236,700,0.0000194253,-0.000230877,3.72337,0.5158880301,0.000230877,1.920842015,0.002744060021,Si0.7956Ge0.1989P0.0055,Si1-xGex (n-type),0.2,,51479.25643,Vacuum hot pressed,polycrystalline,Vining1991JAP,http://dx.doi.org/10.1063/1.348408,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,0.2361478177,227,192
,237,1000,0.00002504,-0.000281446,3.66568,0.8629811049,0.000281446,3.163412577,0.003163412577,Si0.7956Ge0.1989P0.0055,Si1-xGex (n-type),0.2,,39936.10224,Vacuum hot pressed,polycrystalline,Vining1991JAP,http://dx.doi.org/10.1063/1.348408,,169.78,4,2,8,21.2225,Dismukes,http://dx.doi.org/10.1021/j100792a049,53910,0.2658281395,227,192
,238,300,0.000075,-0.0002,7.72,0.0207253886,0.0002,0.16,0.0005333333333,TiNiSn,TiNiSn,,TiNiSn,13333.33333,Magnetic levitation induction furnace,polycrystalline,Douglas2012APL,http://dx.doi.org/10.1063/1.4765358,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,0.01264248705,216,96
,239,400,0.000051,-0.000245,6.72,0.07005718954,0.000245,0.4707843137,0.001176960784,TiNiSn,TiNiSn,,TiNiSn,19607.84314,Magnetic levitation induction furnace,polycrystalline,Douglas2012APL,http://dx.doi.org/10.1063/1.4765358,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,0.02847805789,216,96
,240,700,0.0000217,-0.000233,5.51,0.3178326796,0.000233,1.751258065,0.002501797235,TiNiSn,TiNiSn,,TiNiSn,46082.94931,Magnetic levitation induction furnace,polycrystalline,Douglas2012APL,http://dx.doi.org/10.1063/1.4765358,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,0.1428487793,216,96
,241,1000,0.000015,-0.000155,7.71,0.2077388673,0.000155,1.601666667,0.001601666667,TiNiSn,TiNiSn,,TiNiSn,66666.66667,Magnetic levitation induction furnace,polycrystalline,Douglas2012APL,http://dx.doi.org/10.1063/1.4765358,Extrapolated from 872 K,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,0.2109814094,216,96
,242,300,0.000021239,0.000108882,2.18498,0.07663936593,0.000108882,0.1674554818,0.0005581849392,Bi2Sr2Co2O8,Bi2Sr2Co2Oy,0,ACoO2,47083.19601,Solid state reaction + extra,single crystal,Funahashi2002APL,http://dx.doi.org/10.1063/1.1502190,,380.53,2,14,28,13.59035714,Hsu,http://dx.doi.org/10.1063/1.4720075,none,0.1577355375,,
,243,400,0.0000238192,0.000119999,2.1246,0.1138179861,0.000119999,0.2418176933,0.0006045442333,Bi2Sr2Co2O8,Bi2Sr2Co2Oy,0,ACoO2,41982.93813,Solid state reaction + extra,single crystal,Funahashi2002APL,http://dx.doi.org/10.1063/1.1502190,,380.53,2,14,28,13.59035714,Hsu,http://dx.doi.org/10.1063/1.4720075,none,0.1928614686,,
,244,700,0.0000276581,0.000171434,2.0678,0.3597170999,0.000171434,0.7438230193,0.001062604313,Bi2Sr2Co2O8,Bi2Sr2Co2Oy,0,ACoO2,36155.77353,Solid state reaction + extra,single crystal,Funahashi2002APL,http://dx.doi.org/10.1063/1.1502190,,380.53,2,14,28,13.59035714,Hsu,http://dx.doi.org/10.1063/1.4720075,none,0.2986461998,,
,245,1000,0.000036682,0.000293617,1.9731,1.191133093,0.000293617,2.350224707,0.002350224707,Bi2Sr2Co2O8,Bi2Sr2Co2Oy,0,ACoO2,27261.32708,Solid state reaction + extra,single crystal,Funahashi2002APL,http://dx.doi.org/10.1063/1.1502190,,380.53,2,14,28,13.59035714,Hsu,http://dx.doi.org/10.1063/1.4720075,none,0.3371224879,,
,246,300,0.0003246352723,-0.000196162,1.28517,0.02766908083,0.000196162,0.03555947261,0.0001185315754,K2Bi8Se13,K2Bi8Se13,0,Bi/Sb/Pb-Te/Se,3080.38,Solid state reaction + extra,polycrystalline,Chung1997CM,http://dx.doi.org/10.1021/cm970397e,,1357.83,2,23,46,29.51804348,Chung,http://dx.doi.org/10.1021/cm970397e,84268,0.01754505754,11,4
,247,300,0.00004159266638,-0.000219616,,,0.000219616,0.3478823912,0.001159607971,K2Bi8Se13,K2Bi8Se13,0,Bi/Sb/Pb-Te/Se,24042.7,Flux (Bi self-flux),single crystal,Chung1997CM,http://dx.doi.org/10.1021/cm970397e,,1357.83,2,23,46,29.51804348,Chung,http://dx.doi.org/10.1021/cm970397e,84268,,11,4
,248,300,0.0000146827,0.000135091,2.3,0.1621213929,0.000135091,0.3728792037,0.001242930679,Ca2Co2O5,Ca2Co2O5,0,ACoO2,68107.36445,melted,single crystal,Funahashi2000JJAPP2,http://dx.doi.org/10.1143/JJAP.39.L1127,,236.38,2,10.86,21.72,10.88305709,Grebille,http://dx.doi.org/10.1107/S0021889804018096,55458,0.2167590903,12,8
,249,400,0.0000146667,0.000142364,2.35,0.23521233,0.000142364,0.5527489755,0.001381872439,Ca2Co2O5,Ca2Co2O5,0,ACoO2,68181.66322,melted,single crystal,Funahashi2000JJAPP2,http://dx.doi.org/10.1143/JJAP.39.L1127,,236.38,2,10.86,21.72,10.88305709,Grebille,http://dx.doi.org/10.1107/S0021889804018096,55458,0.2831715034,12,8
,250,700,0.0000144731,0.000173455,2.6,0.5596761184,0.000173455,1.455157908,0.002078797011,Ca2Co2O5,Ca2Co2O5,0,ACoO2,69093.69796,melted,single crystal,Funahashi2000JJAPP2,http://dx.doi.org/10.1143/JJAP.39.L1127,,236.38,2,10.86,21.72,10.88305709,Grebille,http://dx.doi.org/10.1107/S0021889804018096,55458,0.4538924466,12,8
,251,1000,0.0000137846,0.000207273,2.9,1.074714975,0.000207273,3.116673428,0.003116673428,Ca2Co2O5,Ca2Co2O5,0,ACoO2,72544.72382,melted,single crystal,Funahashi2000JJAPP2,http://dx.doi.org/10.1143/JJAP.39.L1127,,236.38,2,10.86,21.72,10.88305709,Grebille,http://dx.doi.org/10.1107/S0021889804018096,55458,0.610376297,12,8
,252,700,1.815432057,-0.000501652,10.7741,0.000009006211341,0.000501652,9.70E-05,0.0000001386197452,ZnO,AlxZn(1-x)O,0,ZnO,0.5508330626,Solid state reaction,polycrystalline,Kim2005JACS,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,0.0000008732264142,186,12
,253,1000,0.03224831297,-0.000549673,7.33252,0.001277757838,0.000549673,9.37E-03,0.0000093691849,ZnO,AlxZn(1-x)O,0,ZnO,31.00937407,Solid state reaction,polycrystalline,Kim2005JACS,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,0.0001031880891,186,12
,254,400,1.106684374,-0.000289982,18.0719,0.000001681800513,0.000289982,3.04E-05,0.00000007598332671,Al0.02Zn0.98O,AlxZn(1-x)O,0.02,ZnO,0.9036,Solid state reaction,polycrystalline,Kim2005JACS,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x,Seebeck extrapolated from 570 K,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,0.0000004880027003,186,12
,255,700,0.2551020408,-0.000331354,10.7741,0.00002796324322,0.000331354,3.01E-04,0.0000004303982554,Al0.02Zn0.98O,AlxZn(1-x)O,0.02,ZnO,3.92,Solid state reaction,polycrystalline,Kim2005JACS,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,0.000006214310244,186,12
,256,1000,0.01635351072,-0.000412047,6.46651,0.001605508316,0.000412047,1.04E-02,0.00001038203558,Al0.02Zn0.98O,AlxZn(1-x)O,0.02,ZnO,61.14894942,Solid state reaction,polycrystalline,Kim2005JACS,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,0.0002307325537,186,12
,257,400,1.614465612,-0.00020681,13.2843,0.0000007976926434,0.00020681,1.06E-05,0.00000002649197096,Ni0.02Zn0.98O,NixZn(1-x)O,0.02,ZnO,0.6194,Solid state reaction,polycrystalline,Kim2005JACS,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x,Seebeck extrapolated from 570 K,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,0.0000004550743359,186,12
,258,700,0.00944985838,-0.00020462,8.99308,0.0003448739918,0.00020462,3.10E-03,0.000004430684855,Ni0.02Zn0.98O,NixZn(1-x)O,0.02,ZnO,105.8216917,Solid state reaction,polycrystalline,Kim2005JACS,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,0.0002009805866,186,12
,259,1000,0.002867259498,-0.000229867,5.42075,0.003399592616,0.000229867,1.84E-02,0.00001842834167,Ni0.02Zn0.98O,NixZn(1-x)O,0.02,ZnO,348.7650842,Solid state reaction,polycrystalline,Kim2005JACS,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,0.001569869124,186,12
,260,400,0.3721622627,-0.000362534,12.5327,0.00001127146844,0.000362534,1.41E-04,0.0000003531548314,Zn0.9604Al0.0196Ni0.02O,(Zn(1-x)Alx)1-xNixO,0.02,ZnO,2.687,Solid state reaction,polycrystalline,Kim2005JACS,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x,Seebeck extrapolated from 570 K,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,0.000002092535527,186,12
,261,700,0.01174744174,-0.000434322,9.25454,0.001214572826,0.000434322,1.12E-02,0.00001605758971,Zn0.9604Al0.0196Ni0.02O,(Zn(1-x)Alx)1-xNixO,0.02,ZnO,85.12491671,Solid state reaction,polycrystalline,Kim2005JACS,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,0.0001571048996,186,12
,262,1000,0.005083884087,-0.00044373,6.64626,0.005827262964,0.00044373,3.87E-02,0.00003872950475,Zn0.9604Al0.0196Ni0.02O,(Zn(1-x)Alx)1-xNixO,0.02,ZnO,196.7,Solid state reaction,polycrystalline,Kim2005JACS,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,0.0007221324474,186,12
,263,300,0.0000123823,-0.0000282051,3.0834,0.006250940317,0.0000282051,0.01927414937,0.00006424716458,WO2.9,WO3-x,0.1,WO3,80760.44031,Spark Plasma Sintering,polycrystalline,Kieslich,Personal communication,,1066.2,20,4,80,13.3275,Magneli,http://www.ncbi.nlm.nih.gov/pubmed/18129536,24736,0.1917255053,10,4
,264,400,0.0000119115,-0.0000314103,3.1764,0.01043043732,0.0000314103,0.03313124111,0.00008282810277,WO2.9,WO3-x,0.1,WO3,83952.48289,Spark Plasma Sintering,polycrystalline,Kieslich,Personal communication,,1066.2,20,4,80,13.3275,Magneli,http://www.ncbi.nlm.nih.gov/pubmed/18129536,24736,0.2579575095,10,4
,265,700,0.0000105367,-0.0000454487,3.4727,0.03951564622,0.0000454487,0.1372259846,0.0001960371209,WO2.9,WO3-x,0.1,WO3,94906.37486,Spark Plasma Sintering,polycrystalline,Kieslich,Personal communication,,1066.2,20,4,80,13.3275,Magneli,http://www.ncbi.nlm.nih.gov/pubmed/18129536,24736,0.4667840247,10,4
,266,1000,0.0000117232,-0.0000664744,3.601,0.1046741774,0.0000664744,0.3769317128,0.0003769317128,WO2.9,WO3-x,0.1,WO3,85300.94172,Spark Plasma Sintering,polycrystalline,Kieslich,Personal communication,,1066.2,20,4,80,13.3275,Magneli,http://www.ncbi.nlm.nih.gov/pubmed/18129536,24736,0.5779902744,10,4
